applicant_id,ktp_number,nama_lengkap,jenis_kelamin,tanggal_lahir,usia,status_pernikahan,jumlah_tanggungan,pendidikan_terakhir,jenis_pekerjaan,lama_bekerja_tahun,pendapatan_bulanan,kota,provinsi,no_telepon,hutang_bulanan_existing
APP00169,3151042303633531,Ani Wibowo,Wanita,1972-06-30,54,Cerai,2,SMP,Wiraswasta,31,5820000,Solo,Jawa Tengah,081375455884,1790000
APP00170,3546112209917323,Ayu Lubis,Wanita,1966-07-23,59,Cerai,1,S3,Swasta,34,26420000,Medan,Sumatera Utara,085822569961,0
APP00171,1347191708862742,  Dwi Manurung  ,Laki-laki,1987-12-29,39,Cerai,2,SMA,Swasta,12,Rp4370000,Tangerang,Banten,082241326111,0
APP00172,5140080812787261,Rini Hidayat,perempuan,1998-09-26,27,Menikah,5,S1,Wiraswasta,1,14350000,Jakarta,DKI Jakarta,082100557784,0
APP00173,7369101208943722,Indah Raharjo,Wanita,1976-10-08,50,Cerai,3,S1,BUMN,28,14630000,Banjarmasin,Kalimantan Selatan,085742400825,0
APP00174,6348071409876468,Mega Purba,Female,1985-01-10,40,Belum Menikah,0,D3,TNI/Polri,9,8060000,Jakarta,DKI Jakarta,085763416389,0
APP00175,6135201604800318, Wati Lesmana ,P,2000-07-05,25,Menikah,5,D3,Swasta,0,Rp 5140000,Banjarmasin,Kalimantan Selatan,081344270312,0
APP00176,3308092507648900,Umar Prabowo,laki-laki,1982-04-20,44,Belum Menikah,0,SMA,Wiraswasta,1,7630000,Bogor,Jawa Barat,085160136730,2100000
APP00177,1271170405904896,  Surya Lim  ,Laki-laki,1975-02-03,51,Menikah,2,S2,Profesional,19,31310000,Medan,Sumatera Utara,082213650249,8410000
APP00178,7344020206698788,Rahmat Siregar,laki-laki,1975-12-06,51,Cerai,0,S1,PNS,23,10850000,Jakarta,DKI Jakarta,085285730652,2170000
APP00179,1477180602932540,Citra Napitupulu,PEREMPUAN,1961-05-16,65,Cerai,2,SMA,Profesional,11,6540000,Denpasar,Bali,085808620959,1250000
APP00180,3653110402931093,  Made Tanoto,laki-laki,1993-06-20,33,Belum Menikah,0,S1,TNI/Polri,12,Rp. 11030000,Bandung,Jawa Barat,081231731096,0
APP00181,1411152611635914,Lia Karo,Wanita,1991-09-13,35,Belum Menikah,0,SD,Swasta,0,4100000,Manado,Sulawesi Utara,083109480141,0
APP00182,3372181412669447,Yanto Saputra,Pria,1980-07-13,45,Cerai,1,SMP,TNI/Polri,21,2600000,Medan,Sumatera Utara,085712286852,0
APP00183,7170071309765899,Diana Siahaan,Wanita,1979-10-11,47,Belum Menikah,0,S3,Swasta,23,23240000,Banjarmasin,Kalimantan Selatan,081204908240,0
APP00184,3318091210753818,Ratna Prabowo,PEREMPUAN,1988-07-20,38,Cerai,1,S3,PNS,18,Rp22720000,Bogor,Jawa Barat,085793157279,4270000
APP00185,5116082411980188,Faisal Lesmana,Male,1980-03-21,45,Cerai,2,S2,PNS,24,18700000,Bekasi,Jawa Barat,085180589258,5520000
APP00186,3317110308960808,Dimas Hidayat,LAKI-LAKI,1969-05-31,57,Cerai,2,S3,Wiraswasta,27,Rp18700000,Yogyakarta,DI Yogyakarta,087862278376,0
APP00187,3645071106980397,Bagus Karo,laki-laki,1988-03-16,38,Menikah,0,SMP,BUMN,18,3800000,Pontianak,Kalimantan Barat,087779270335,660000
APP00188,3558160106738815,Galih Tanoto,L,1990-09-28,36,Menikah,0,S2,PNS,9,20630000,Bandung,Jawa Barat,085187920698,6010000
APP00189,1447040105843788,Irfan Hartono,L,1965-10-05,60,Cerai,0,SMP,Swasta,0,2500000,Surabaya,Jawa Timur,081357981238,330000
APP00190,7339081705634222,Rini Handoko,Perempuan,1985-12-08,40,Cerai,0,SMP,PNS,5,3720000,Jakarta,DKI Jakarta,085132562168,580000
APP00191,7170072803798583,Reza Siregar,Pria,1966-12-04,59,Belum Menikah,0,D3,BUMN,8,7880000,Manado,Sulawesi Utara,082192518812,0
APP00192,3324012510994373,Kartini Tanoto,P,1986-03-30,40,Belum Menikah,0,D3,Swasta,20,IDR 9200000,Jakarta,DKI Jakarta,082230517289,980000
APP00193,3135140812723352,  Elsa Lesmana,Wanita,1974-05-01,52,Belum Menikah,0,S3,BUMN,12,18390000,Malang,Jawa Timur,085857366096,5140000
APP00194,1406081709850644,Ira Karo,P,1964-12-22,62,Cerai,0,S1,Profesional,33,22540000,Manado,Sulawesi Utara,081234764472,0
APP00195,1270051307807388,  Wati Karo,Wanita,1976-10-23,50,Menikah,4,S1,TNI/Polri,23,9100000,Surabaya,Jawa Timur,083137145211,2580000
APP00196,3122111911692657,Arya Rambe,laki-laki,1981-06-07,45,Cerai,3,S1,PNS,5,10990000,Malang,Jawa Timur,081264474212,0
APP00197,6153150310980108,Adi Karo,L,1974-07-11,52,Belum Menikah,0,D3,PNS,31,8740000,Depok,Jawa Barat,083883022050,2170000
APP00198,7177192609717461,Ahmad Utomo,LAKI-LAKI,1999-02-20,26,Belum Menikah,0,SMA,Profesional,1,5900000,Manado,Sulawesi Utara,081345561681,0
APP00199,3274170308984706,Mega Santoso,PEREMPUAN,1984-06-23,42,Belum Menikah,0,S3,TNI/Polri,6,19750000,Medan,Sumatera Utara,087795299787,0
APP00200,1379141401815729,Maya Karo,Female,2004-05-01,21,Menikah,5,SMA,TNI/Polri,0,IDR 2760000,Tangerang,Banten,083834414488,0
APP00201,7362162601687889, Jasmine Wijaya ,Wanita,1980-08-05,46,Belum Menikah,0,SMA,TNI/Polri,0,5230000,Medan,Sumatera Utara,087857608495,1570000
APP00202,3374201303981915,Gunawan Ginting,LAKI-LAKI,1987-02-01,38,Menikah,5,SD,Swasta,12,2950000,Bogor,Jawa Barat,085204617357,0
APP00203,6320071108935085,Putri Pardede,perempuan,2002-07-26,23,Belum Menikah,0,SD,BUMN,3,5110000,Bekasi,Jawa Barat,081382307681,0
APP00204,3527110704784533,Lukman Setiawan,Pria,2002-04-16,23,Belum Menikah,0,SMA,PNS,2,5090000,Padang,Sumatera Barat,085122410988,0
APP00205,3670150203617713,Gunawan Purba,Laki-laki,1996-12-22,30,Belum Menikah,0,SMA,Profesional,9,Rp11410000,Malang,Jawa Timur,081216629979,1640000
APP00206,1260041505897710,Yuni Manurung,perempuan,1970-03-22,55,Cerai,1,S3,TNI/Polri,29,Rp. 30280000,Palembang,Sumatera Selatan,087745625577,8800000
APP00207,5114111811644950,Arief Sihombing,Pria,1994-10-17,31,Belum Menikah,0,D3,Swasta,9,9350000,Medan,Sumatera Utara,082293827615,0
APP00208,3672042708715047,Satria Tarigan,Laki-laki,1971-12-12,55,Belum Menikah,1,S1,Wiraswasta,4,9980000,Solo,Jawa Tengah,083896570132,2280000
APP00209,3639192611797123,Galih Permadi,LAKI-LAKI,1981-09-22,45,Belum Menikah,0,S1,Wiraswasta,6,13890000,Semarang,Jawa Tengah,087709862405,0
APP00210,1249131307943461,Adi Handoko,Pria,2003-08-29,22,Belum Menikah,1,SD,Swasta,2,Rp3230000,Banjarmasin,Kalimantan Selatan,087865624220,0
APP00211,1378142003898347,Yoga Susanto,Pria,1977-05-20,48,Cerai,3,D3,TNI/Polri,20,4140000,Semarang,Jawa Tengah,082226909738,0
APP00212,1211052412934579,Novi Purba,Perempuan,1969-05-09,57,Menikah,4,SD,Swasta,7,4060000,Manado,Sulawesi Utara,087713718949,0
APP00213,1338100601984982,Muhamad Purba,L,1975-08-11,51,Cerai,2,D3,Wiraswasta,26,10780000,Jakarta,DKI Jakarta,083879290490,0
APP00214,3376052208832874,Dina Kusuma,Female,1988-05-15,37,Belum Menikah,0,SD,Profesional,8,IDR 6200000,Semarang,Jawa Tengah,082180512927,520000
APP00215,1315020608857803,Jasmine Tampubolon,Female,1964-06-20,61,Cerai,0,D3,TNI/Polri,22,4870000,Tangerang,Banten,087836674286,0
APP00216,5179091105771611,Kurniawan Rambe,L,1961-02-12,64,Cerai,2,SMA,TNI/Polri,34,3070000,Yogyakarta,DI Yogyakarta,083839385258,0
APP00217,3525020110650932,Bayu Wijaya,Male,1971-04-17,54,Menikah,1,D3,PNS,22,8000000,Bandung,Jawa Barat,082291119269,0
APP00218,7342090602771023,Cahyo Raharjo,LAKI-LAKI,1962-03-19,63,Belum Menikah,1,SMA,Swasta,17,6170000,Makassar,Sulawesi Selatan,085142717396,0
APP00219,3205030310767306,  Yoga Napitupulu,Pria,1992-09-20,34,Belum Menikah,1,S1,BUMN,14,Rp. 13510000,Medan,Sumatera Utara,083800642569,0
APP00220,3643101301655986,Wahyu Handoko,LAKI-LAKI,2001-07-07,25,Belum Menikah,1,D3,Wiraswasta,3,Rp6780000,Balikpapan,Kalimantan Timur,085843280634,1430000
APP00221,7131161302945042,Gita Purnama,Wanita,1976-07-13,49,Cerai,0,SD,Wiraswasta,6,2780000,Malang,Jawa Timur,081205050613,0
APP00222,7106082311680236,  Cantika Purba  ,Perempuan,2000-02-07,25,Menikah,5,S1,TNI/Polri,3,11470000,Semarang,Jawa Tengah,081379291117,3700000
APP00223,3406190606641979,Arief Suryadi,Pria,1962-02-16,64,Cerai,1,S3,Swasta,34,Rp. 20920000,Solo,Jawa Tengah,085282739021,7100000
APP00224,1361050703778571,Jasmine Hartono,perempuan,2004-07-02,21,Menikah,3,SD,Wiraswasta,1,5590000,Jakarta,DKI Jakarta,087709279145,0
APP00225,7327090204672445,Ani Simanjuntak,Wanita,1999-09-26,27,Cerai,3,SD,BUMN,3,3290000,Tangerang,Banten,082100543645,0
APP00226,7175111404803770,Citra Saputra,PEREMPUAN,2004-05-11,22,Menikah,1,SMP,Profesional,0,IDR 6840000,Surabaya,Jawa Timur,082263631797,0
APP00227,3526110501960978,Rizki Permadi,Laki-laki,1981-01-17,45,Menikah,1,D3,Profesional,23,8420000,Palembang,Sumatera Selatan,085862534929,0
APP00228,1432081107973644,Candra Simanjuntak,L,1973-08-10,52,Cerai,2,D3,PNS,29,7430000,Tangerang,Banten,087706007806,1330000
APP00229,3417121004650261,Mega Raharjo,PEREMPUAN,2000-07-25,26,Menikah,5,D3,Wiraswasta,5,Rp. 10930000,Medan,Sumatera Utara,085899077262,0
APP00230,1279181904655501,Yuli Pulungan,Perempuan,1960-12-06,65,Belum Menikah,1,SD,TNI/Polri,18,3050000,Jakarta,DKI Jakarta,083850165790,0
APP00231,1275072512745251,Endah Wibowo,PEREMPUAN,1991-05-22,34,Cerai,0,SD,TNI/Polri,3,4230000,Banjarmasin,Kalimantan Selatan,085740155778,0
APP00232,6112031303781261,Teguh Handoko  ,LAKI-LAKI,1987-04-08,39,Cerai,1,S3,TNI/Polri,2,Rp23650000,Banjarmasin,Kalimantan Selatan,082172380468,0
APP00233,6343141906807966,Teguh Hutapea,Male,2003-10-26,22,Cerai,1,S2,Wiraswasta,0,14160000,Solo,Jawa Tengah,087877492424,0
APP00234,3524062712692642,Teguh Simbolon,Laki-laki,1987-04-12,39,Belum Menikah,0,SMP,PNS,19,5260000,Bekasi,Jawa Barat,087727452380,0
APP00235,1319151103608949,Diana Permadi,PEREMPUAN,1970-11-05,55,Menikah,3,S1,Wiraswasta,1,8670000,Malang,Jawa Timur,085174929751,0
APP00236,7325191704773207,  Citra Santoso,P,1980-09-24,46,Menikah,2,SMA,PNS,14,6500000,Banjarmasin,Kalimantan Selatan,083818637599,430000
APP00237,1472030712886810,Putra Simbolon,LAKI-LAKI,1982-01-31,44,Belum Menikah,0,S2,BUMN,9,Rp. 15990000,Yogyakarta,DI Yogyakarta,083166299123,5490000
APP00238,7118070607789075,Mega Pardede,PEREMPUAN,1999-01-07,26,Belum Menikah,1,S1,PNS,2,9200000,Bogor,Jawa Barat,085178730024,1740000
APP00239,3277121908967145,Yuli Purnama,Female,1987-03-04,39,Cerai,0,S2,PNS,7,10770000,Balikpapan,Kalimantan Timur,083115890429,1430000
APP00240,7310170711711549,Dimas Siahaan,laki-laki,1994-02-24,31,Belum Menikah,0,SMP,TNI/Polri,6,2850000,Denpasar,Bali,085244518952,390000
APP00241,1425182012938718,Dedi Pardede,Male,1978-12-15,47,Belum Menikah,0,S3,Swasta,5,33920000,Bekasi,Jawa Barat,081367112075,6820000
APP00242,3330100504681288,Della Simbolon,Perempuan,1983-06-26,42,Cerai,0,S1,Wiraswasta,0,Rp 15400000,Semarang,Jawa Tengah,085860310890,4730000
APP00243,3219091906822631,Hana Harahap,Female,2004-04-08,21,Cerai,1,SMA,PNS,0,6240000,Surabaya,Jawa Timur,087891190833,970000
APP00244,3357040606846949,Lestari Tan,perempuan,1992-05-31,34,Menikah,2,S2,PNS,7,19640000,Banjarmasin,Kalimantan Selatan,085217182754,0
APP00245,1455072802906021,  Bambang Siahaan  ,Male,1976-09-06,50,Belum Menikah,1,D3,PNS,21,8300000,Balikpapan,Kalimantan Timur,081367811266,1430000
APP00246,6136191905855835,Ferry Hartono,L,1993-09-01,33,Belum Menikah,0,SMP,Swasta,6,5370000,Bandung,Jawa Barat,085884271147,950000
APP00247,3339202002648519,Ratna Purnama,Wanita,2001-03-11,24,Cerai,1,SD,PNS,0,IDR 3120000,Semarang,Jawa Tengah,083877848588,790000
APP00248,1339061607685120,Galih Setiawan,Pria,1985-01-20,41,Belum Menikah,0,D3,PNS,1,6530000,Solo,Jawa Tengah,087778897782,1620000
APP00249,3347122612970441,Rahmat Harahap,Male,1961-12-28,64,Cerai,2,D3,Profesional,18,15280000,Balikpapan,Kalimantan Timur,081365565033,3470000
APP00250,1455191707770335,Yoga Sitorus,L,1985-04-28,40,Menikah,4,S2,PNS,0,Rp 12860000,Manado,Sulawesi Utara,085269659171,2420000
APP00251,1410180705760779,Muhamad Napitupulu,L,1965-11-03,60,Menikah,1,SMA,TNI/Polri,27,4180000,Pontianak,Kalimantan Barat,082291919541,0
APP00252,3566152209710305,Rina Prabowo,P,1972-11-03,53,Belum Menikah,0,S2,PNS,20,14110000,Malang,Jawa Timur,087773748969,0
APP00253,3227140905704202,Yanto Suryadi,laki-laki,1996-12-02,30,Menikah,3,SMP,Wiraswasta,6,6010000,Malang,Jawa Timur,081323034778,1800000
APP00254,3163010202809857,Rina Lesmana,Perempuan,1996-01-30,29,Belum Menikah,0,SMP,BUMN,4,3540000,Surabaya,Jawa Timur,085751623198,0
APP00255,5131140703662870,Yanto Utomo,LAKI-LAKI,1999-09-01,26,Belum Menikah,0,SMA,Profesional,6,9790000,Manado,Sulawesi Utara,085190785158,2210000
APP00256,7105022311754145,Mega Sulistyo,PEREMPUAN,1982-05-02,44,Menikah,0,S3,Swasta,9,29450000,Tangerang,Banten,083151837606,0
APP00257,3136032708906766,Yuni Kusuma,PEREMPUAN,1977-10-08,49,Menikah,5,SMP,Swasta,25,3460000,Tangerang,Banten,081324815698,0
APP00258,3541190302704090,Wulan Raharjo,Female,1994-10-08,32,Cerai,1,S2,PNS,10,14250000,Jakarta,DKI Jakarta,087765772429,1570000
APP00259,6379080308724290,Wati Suryadi,perempuan,1980-01-22,46,Menikah,1,SMA,Wiraswasta,18,Rp 9040000,Bandung,Jawa Barat,087769421529,510000
APP00260,1435102408842134,Adi Handoko,laki-laki,1962-05-22,64,Belum Menikah,0,S3,Wiraswasta,13,19430000,Pontianak,Kalimantan Barat,085136262044,0
APP00261,1251072307879785,Gilang Rambe,Laki-laki,1964-04-14,62,Cerai,1,S1,Swasta,30,6990000,Tangerang,Banten,081253759900,0
APP00262,3522171606892162,Ela Karo  ,Female,1981-05-16,44,Cerai,0,D3,Swasta,17,10680000,Yogyakarta,DI Yogyakarta,082141502745,0
APP00263,7357020703633767,  Wati Harahap  ,Wanita,1977-06-18,48,Belum Menikah,0,S1,Swasta,15,9210000,Padang,Sumatera Barat,083176170758,0
APP00264,1266091911973480,Wulan Napitupulu,Perempuan,1997-12-24,28,Menikah,1,S3,TNI/Polri,4,13730000,Medan,Sumatera Utara,087726137150,0
APP00265,7362152105980096,Cantika Sulistyo,Perempuan,1998-11-28,27,Cerai,3,SMA,Wiraswasta,1,4520000,Medan,Sumatera Utara,085859230450,0
APP00266,5152102111691976,Bagus Sembiring,Pria,1993-09-03,32,Belum Menikah,0,D3,PNS,6,9690000,Yogyakarta,DI Yogyakarta,085192515837,1090000
APP00267,5112021706893674,Fatimah Sihombing,Female,2000-03-08,26,Belum Menikah,0,S1,Profesional,4,Rp. 22930000,Depok,Jawa Barat,085888147617,0
APP00268,6355140408964152,Kartini Santoso,P,1987-08-06,39,Belum Menikah,0,S1,BUMN,2,Rp7220000,Bekasi,Jawa Barat,087801722601,0
APP00269,1424070602984249,Elsa Sitorus,Perempuan,1963-04-06,63,Belum Menikah,0,S2,Profesional,16,29940000,Bogor,Jawa Barat,081206102776,0
APP00270,3203072801737883,Yuni Karo,Female,1961-11-22,65,Cerai,0,S2,Swasta,19,IDR 14980000,Padang,Sumatera Barat,083883147276,810000
APP00271,1451021101667075,Cahyo Hartono,Pria,1974-04-28,52,Belum Menikah,0,S2,TNI/Polri,28,8230000,Semarang,Jawa Tengah,087784076789,1820000
APP00272,3264202106887148,  Ratna Handoko,PEREMPUAN,1968-11-19,57,Belum Menikah,1,SD,Profesional,17,5890000,Surabaya,Jawa Timur,085857383959,0
APP00273,7362050604709925,Indah Panjaitan,Wanita,1964-01-04,62,Cerai,1,S3,Wiraswasta,10,36870000,Yogyakarta,DI Yogyakarta,085843380054,10130000
APP00274,6134112606629127,Cantika Hartono,perempuan,1984-03-16,42,Menikah,0,SD,Profesional,7,3710000,Makassar,Sulawesi Selatan,087891077119,0
APP00275,1365162402695960,Bagus Setiawan,laki-laki,1997-07-30,28,Cerai,2,SMP,PNS,2,Rp5110000,Pontianak,Kalimantan Barat,082276037548,0
APP00276,3355141408935928,Bambang Nasution,Pria,1982-10-07,44,Belum Menikah,1,S3,TNI/Polri,4,Rp. 24480000,Malang,Jawa Timur,081281155626,0
APP00277,7371102412805639,  Rahmat Tan,LAKI-LAKI,1968-02-29,57,Menikah,2,S2,TNI/Polri,33,20240000,Surabaya,Jawa Timur,087726738997,0
APP00278,3528031709798542,Amelia Sinaga,Female,1970-12-09,55,Menikah,4,SD,Swasta,8,Rp. 3100000,Palembang,Sumatera Selatan,081289434681,0
APP00279,1275192311949758,Oki Harahap,LAKI-LAKI,1963-05-08,62,Menikah,3,SD,Swasta,0,3280000,Pontianak,Kalimantan Barat,083192683158,400000
APP00280,6128150306936599,Iwan Simbolon,L,1978-02-26,48,Cerai,3,SMP,PNS,1,2370000,Denpasar,Bali,085197677622,0
APP00281,6348042007671981,Umar Handoko,LAKI-LAKI,1971-05-01,54,Cerai,3,S2,BUMN,29,Rp 21080000,Denpasar,Bali,082115454470,2050000
APP00282,1406141610799270,Dimas Tarigan,LAKI-LAKI,1991-07-07,34,Belum Menikah,0,SMA,PNS,7,6400000,Solo,Jawa Tengah,085892287772,990000
APP00283,7312062301965061,Fitri Karo,Perempuan,1979-12-14,46,Menikah,3,D3,Wiraswasta,21,9260000,Padang,Sumatera Barat,081339890983,0
APP00284,7157032609985250,Ela Susanto,Perempuan,2003-10-09,22,Menikah,5,S1,TNI/Polri,0,11900000,Medan,Sumatera Utara,081256260856,0
APP00285,3308201103610959,Fitri Nugroho,Perempuan,1995-07-07,30,Belum Menikah,0,SMP,Profesional,1,5300000,Medan,Sumatera Utara,085754610339,910000
APP00286,5130010909971664,Umar Simatupang,L,2001-11-22,24,Belum Menikah,0,SD,Wiraswasta,3,3940000,Pontianak,Kalimantan Barat,082149671832,0
APP00287,3301021605984111,Nurul Hartono,Wanita,1976-02-12,49,Cerai,2,D3,Profesional,14,6940000,Tangerang,Banten,083839840289,0
APP00288,1341112105884474,Lukman Kusuma,LAKI-LAKI,1969-10-14,56,Menikah,4,SD,TNI/Polri,13,3960000,Yogyakarta,DI Yogyakarta,085895020970,0
APP00289,1457041207985865,Bayu Wibowo,Male,1974-02-07,52,Cerai,0,S2,Profesional,4,27910000,Solo,Jawa Tengah,081375370304,0
APP00290,1278070104851818,Nadia Kusuma,P,1990-08-28,35,Cerai,0,SMA,TNI/Polri,11,6760000,Padang,Sumatera Barat,082183999219,2170000
APP00291,7133181501870850,Ferry Pratama,LAKI-LAKI,1971-10-08,54,Menikah,5,S1,Swasta,1,8020000,Semarang,Jawa Tengah,085741877580,0
APP00292,3455030804705395,Andi Nasution,Male,2005-02-05,21,Belum Menikah,0,D3,Profesional,0,9050000,Solo,Jawa Tengah,081276095431,0
APP00293,3211020207801066,Sari Manurung,Perempuan,2001-09-06,25,Menikah,5,S1,Swasta,0,12160000,Surabaya,Jawa Timur,085804961108,0
APP00294,7113112111617440,Kurniawan Tampubolon,L,1991-09-06,35,Belum Menikah,1,S1,PNS,0,Rp. 12530000,Yogyakarta,DI Yogyakarta,081309193928,3620000
APP00295,6346101909692416,Diana Lubis,P,1993-09-06,32,Belum Menikah,0,S1,TNI/Polri,0,6470000,Balikpapan,Kalimantan Timur,085208920388,1460000
APP00296,6177112810965500,Rizki Hutapea,Pria,2000-12-15,25,Menikah,5,S2,BUMN,3,13080000,Palembang,Sumatera Selatan,081370730337,0
APP00297,6315051008729596,Hendra Sihombing,LAKI-LAKI,1979-07-08,46,Menikah,2,D3,TNI/Polri,0,Rp 8410000,Bogor,Jawa Barat,081233423425,1320000
APP00298,3244071008756057,Eko Suryadi,Male,1998-01-22,27,Belum Menikah,1,S3,BUMN,2,Rp. 34880000,Jakarta,DKI Jakarta,087896112233,0
APP00299,3632022105688328,Della Simbolon,Wanita,1989-02-17,36,Cerai,2,D3,Profesional,6,IDR 15240000,Bogor,Jawa Barat,081379128685,0
APP00300,1375020704727407,Lia Pulungan,Wanita,1972-12-12,54,Belum Menikah,1,S2,Swasta,31,IDR 16260000,Makassar,Sulawesi Selatan,085769254812,2770000
APP00301,5153122608804474,Kurniawan Rambe,laki-laki,2003-04-22,23,Cerai,3,SMP,Swasta,2,4170000,Pontianak,Kalimantan Barat,085115148881,0
APP00302,7336072310688899,Ratna Saputra,Perempuan,1970-07-25,55,Menikah,2,SMA,PNS,21,4270000,Medan,Sumatera Utara,085156690782,1260000
APP00303,3625142512863434,Ratna Gunawan,P,1968-07-19,58,Cerai,2,SMP,Wiraswasta,29,Rp 5980000,Palembang,Sumatera Selatan,082192407553,0
APP00304,3673202010856248,Rina Sulistyo,Wanita,1985-08-24,41,Belum Menikah,0,S1,TNI/Polri,1,Rp 5510000,Yogyakarta,DI Yogyakarta,085737159741,1850000
APP00305,5137070805931147,Budi Sulistyo,LAKI-LAKI,1967-05-16,59,Cerai,0,SD,BUMN,12,2190000,Banjarmasin,Kalimantan Selatan,082156621286,0
APP00306,3576071712894513,Gina Pratama,perempuan,1986-03-19,40,Menikah,1,SMP,BUMN,15,5760000,Yogyakarta,DI Yogyakarta,085793859777,0
APP00307,3356151311719317,Ferry Kusuma  ,Male,1961-12-29,65,Belum Menikah,0,D3,TNI/Polri,25,8210000,Bekasi,Jawa Barat,082224841376,0
APP00308,3260131112853186,Oki Pratama,Laki-laki,1979-04-07,47,Belum Menikah,0,S3,Profesional,6,28550000,Medan,Sumatera Utara,083125777118,0
APP00309,1251060311604477, Arya Rambe ,LAKI-LAKI,1994-06-24,31,Belum Menikah,0,S3,Wiraswasta,9,Rp. 37960000,Semarang,Jawa Tengah,083108370816,3310000
APP00310,3144072211643614,Sinta Hidayat,Perempuan,1992-09-12,33,Belum Menikah,0,SD,PNS,3,2780000,Padang,Sumatera Barat,083822068155,490000
APP00311,3150071504644563,Gilang Prabowo,LAKI-LAKI,1990-08-07,35,Menikah,1,D3,Wiraswasta,10,Rp 5840000,Banjarmasin,Kalimantan Selatan,082264971892,1440000
APP00312,7362031101989586,Gita Sembiring,P,1962-12-12,64,Belum Menikah,0,S2,TNI/Polri,11,9650000,Bogor,Jawa Barat,082289030914,0
APP00313,3477152406684557,Ferry Daulay,Laki-laki,1997-01-18,29,Menikah,1,SD,Profesional,3,5620000,Tangerang,Banten,085740355338,1360000
APP00314,3225022103732058,Putra Siregar  ,L,1971-11-26,54,Belum Menikah,0,S3,Profesional,0,29220000,Tangerang,Banten,082238167423,0
APP00315,6111121307707713,Rizki Wibowo,L,1969-04-04,57,Belum Menikah,0,SMA,BUMN,12,8470000,Padang,Sumatera Barat,085727066149,0
APP00316,6126050701608204,Bagus Tanoto,LAKI-LAKI,1986-04-10,40,Belum Menikah,1,D3,Swasta,17,6120000,Makassar,Sulawesi Selatan,085765674916,560000
APP00317,7350142404757828,  Cahyo Tampubolon,LAKI-LAKI,1988-12-22,37,Belum Menikah,0,SMP,BUMN,15,4540000,Manado,Sulawesi Utara,083802497243,0
APP00318,3355092305928736,Adi Nugroho,Pria,1980-12-24,46,Belum Menikah,0,S2,TNI/Polri,2,15330000,Bandung,Jawa Barat,083161195243,0
APP00319,1256060606712201,  Della Sitorus  ,perempuan,2004-04-09,21,Belum Menikah,1,S3,BUMN,1,16780000,Jakarta,DKI Jakarta,081379323023,0
APP00320,7131161611660156,  Novi Rambe,Perempuan,1994-03-23,31,Cerai,0,S3,PNS,6,18400000,Padang,Sumatera Barat,081213806984,2810000
APP00321,7352132001825411,Mega Tan,Perempuan,1982-11-30,44,Belum Menikah,0,D3,Profesional,10,16620000,Bogor,Jawa Barat,083162091843,0
APP00322,3142150810916557,Sinta Karo,Perempuan,1992-01-04,33,Cerai,2,D3,Profesional,13,17670000,Balikpapan,Kalimantan Timur,085816493289,2790000
APP00323,6331080703651729,Dedi Napitupulu,Male,1970-04-24,56,Cerai,0,S3,Swasta,28,Rp 17520000,Bandung,Jawa Barat,085264347128,0
APP00324,1372142604744245,Fitri Raharjo  ,Perempuan,2001-10-21,25,Cerai,3,S1,BUMN,5,Rp10340000,Bogor,Jawa Barat,085293195256,0
APP00325,7176080407608820,Lukman Hidayat,LAKI-LAKI,1977-11-24,48,Belum Menikah,0,SMP,Profesional,25,Rp. 8360000,Manado,Sulawesi Utara,085137729420,0
APP00326,3143052712733688,Yuni Simatupang,Perempuan,1969-05-04,57,Cerai,3,S3,Swasta,13,27600000,Medan,Sumatera Utara,082176420865,9380000
APP00327,5113051110634982,Cantika Sihombing,perempuan,1971-10-17,54,Menikah,5,D3,Wiraswasta,12,7230000,Malang,Jawa Timur,085874233305,0
APP00328,3266111907696620,Bayu Permadi,Laki-laki,2001-04-09,24,Menikah,1,S2,Wiraswasta,3,IDR 17020000,Yogyakarta,DI Yogyakarta,085849261764,0
APP00329,7162092312669714,  Endah Wijaya  ,Wanita,1974-10-19,52,Menikah,1,SD,PNS,32,3590000,Medan,Sumatera Utara,083164921518,800000
APP00330,3416062810710088,Rahmat Raharjo,LAKI-LAKI,1972-05-15,54,Cerai,0,S1,Wiraswasta,34,Rp8010000,Jakarta,DKI Jakarta,082193218401,0
APP00331,6118191612808564,Wahyu Sitorus,LAKI-LAKI,1962-01-01,63,Belum Menikah,0,SMP,Profesional,2,5260000,Malang,Jawa Timur,087831030324,0
APP00332,3549061308654165,Dedi Sembiring,Male,1987-05-12,38,Belum Menikah,0,S1,BUMN,13,Rp. 14420000,Banjarmasin,Kalimantan Selatan,082214359892,0
APP00333,3643090504770162,Kartini Siahaan  ,perempuan,1989-03-21,36,Cerai,3,SD,Wiraswasta,3,3240000,Solo,Jawa Tengah,081312849718,780000
APP00334,1369182007909705, Della Ginting ,Perempuan,1998-02-19,27,Cerai,1,SMA,Profesional,6,6390000,Bekasi,Jawa Barat,083122269405,1740000
APP00335,1230102102796661,Bayu Sembiring,Laki-laki,1976-12-28,49,Menikah,2,D3,TNI/Polri,16,8250000,Solo,Jawa Tengah,081331290148,1470000
APP00336,1401142309824002,Ani Daulay,Female,1974-06-12,52,Belum Menikah,1,SMP,TNI/Polri,7,4140000,Pontianak,Kalimantan Barat,087890972832,440000
